original,target,context,tense,form,person
Their tadpoles are thought and possibly known to feed on algae .,Their tadpoles are thought but not known to feed on algae .,"['Males have two vocal sacs on the side and the call sounds somewhat like a bleating goat.', 'The calls last for a few minutes and consist of 2 to 4 series of 13-18 bleating pulses.', 'They breed with the onset of the rains.', 'The species is able to tolerate salinity to some extent.', 'They tolerate 25% natural sea-water (25 parts of sea-water diluted with 75 parts of distilled water) but do not live for more than a week when the salinity goes up to the strength of 35% natural sea-water (sea water itself being about 32 parts per thousand).']",past,fin,none
"Procaspase - 8 activation is thought and possibly known to occur through a dimerization process with other procaspase - 8 molecules , known as an induced proximity model .","Procaspase - 8 activation is thought but not known to occur through a dimerization process with other procaspase - 8 molecules , known as an induced proximity model .","['It transduces a downstream signal cascade resulting in apoptosis.', 'DescriptionThe Fas ligands, or cytotoxicity-dependent APO-1-associated proteins, physically associate with APO-1 (also known as the Fas receptor, or CD95), a tumor necrosis factor containing a functional death domain.', 'This association leads to the formation of the DISC, thereby inducing apoptosis.', 'The entire process is initiated when the cell registers the presence of CD95L, the cognate ligand for APO-1.', 'Upon binding, the CAP proteins and procaspase-8 (composed of FLICE, MACH, and Mch5) bind to CD95 through death domain and death effector domain interactions.']",past,fin,none
"In its inactive state , FLICE 's two death domains are thought and possibly known to bind together and prevent its activation .","In its inactive state , FLICE 's two death domains are thought but not known to bind together and prevent its activation .","['The CAP1 are CAP2 proteins are also known as FADD/MORT1, an adaptor molecule with a death domain.', 'CAP4 is also called FLICE, a cysteine protease with two death effector domains.', 'CAP3 is the prodomain of FLICE generated during proteolytic activation.', 'Once the DISC assembles, it allows APO-1 signaling to occur, which triggers cell death.', 'In order to do this, downstream targets such as FLICE must be activated.']",past,fin,none
"It is thought and possibly known that c - FLIP may be involved in modulating the immune system , as c-FLIPS is upregulated upon stimulation of the T cell receptor .","It is thought but not known that c - FLIP may be involved in modulating the immune system , as c-FLIPS is upregulated upon stimulation of the T cell receptor .","['This apoptotic activity is critical for tissue homeostasis and immune function.', 'Inhibiting factorsAPO-1-mediated apoptosis can be inhibited by a variety of factors, including the viral caspase inhibitors CrmA and p35, as well as viral FLICE-inhibitory proteins known as v-FLIPs.', 'When in the presence of APO-1, v-FLIPs preferentially bind and prevent procaspase-8 from being recruited; as such, apoptosis is stalled.', 'Humans have a homolog for v-FLIP known as c-FLIP, which occurs in two endogenous forms (c-FLIPL (long) and c-FLIPS (short)).', 'These are similar in structure to procaspase-8, but lack the amino acids necessary for caspase-8 catalytic activity.']",past,fin,none
"In India , Ailuravus macrurus are thought and possibly known to have inhabited the Cambay Basin , so they most likely preferred to live near aquatic regions along with fish species .","In India , Ailuravus macrurus are thought but not known to have inhabited the Cambay Basin , so they most likely preferred to live near aquatic regions along with fish species .","['Ailuravus macrurusAiluravus macrurus (""big-tailed cat-ancestor"") was a primitive, squirrel-like rodent, one of the earliest known rodents, from the Messel pit Lagerstätte, in Germany.', 'It lived during the Eocene period of Europe, in forests, and may have been arboreal.', 'Furthermore, this species was discovered to have inhabited South Asia, specifically India.', 'This was found through the comparison of the teeth found from each organism from both places.', 'Due to this discovery, there is thought to be a connection between South Asia and Europe before they were separated and shifted into continents.']",past,fin,none
"Instead , they thought and possibly knew the problem was the larger numbers of the able - bodied who either could not or would not earn enough money to support themselves .","Instead , they thought but not knew the problem was the larger numbers of the able - bodied who either could not or would not earn enough money to support themselves .","['It stated that conditions in workhouses had to be worse than conditions available outside so that there was a deterrence to claiming poor relief.', 'In reality this meant that an individual had to be destitute in order to qualify for poor relief.', 'Rationale', 'The developers of less eligibility were convinced that their actions were utilitarian in principle.', 'They had no problem with the aged and genuinely infirm who could not work under any circumstances (in reality, a fairly limited number).']",past,fin,none
Deforestation is thought and possibly known to be a likely threat to the species .,Deforestation is thought but not known to be a likely threat to the species .,"['Its face is dark brown, its eyes are brown or yellow, and its bill and legs are yellow.', 'It is short-tailed and has heavy tarsi (the part of the leg above what is commonly referred to as the foot).', 'Endemic to the Bismarck archipelago, it occurs on the islands of New Britain, New Ireland and New Hanover, where it lives in forested lowlands, hills and mountains, up to an altitude of .', 'It was first described as Noctua variegata by French naturalists Jean René Constant Quoy and Joseph Paul Gaimard in 1830.', 'Although its population size has not been quantified, it is widespread and fairly common in forest and forest edges within its range, and its numbers are thought to be stable.']",past,fin,none
"Furthermore , the conscription system was thought and possibly known to be unfair as only men were drafted .","Furthermore , the conscription system was thought but not known to be unfair as only men were drafted .","['Conscientious objectors could perform an alternative civilian service instead of military service.', 'For various reasons, this forced military service was criticized at the end of the twentieth century.', 'Since the Cold War was over, so was the direct threat of a war.', 'Instead, the Dutch army was employed in more and more peacekeeping operations.', 'The complexity and danger of these missions made the use of conscripts controversial.']",past,fin,none
The Casimir effect could also be thought and possibly known of as a non-contact force .,The Casimir effect could also be thought but not known of as a non-contact force .,"['The strong nuclear force is the strongest force in nature; however, its range is small (acting only over distances of the order of 10−15 m).', 'The strong nuclear force mediates both nuclear fission and fusion reactions.', 'Weak nuclear force: The weak nuclear force mediates the β decay of a neutron, in which the neutron decays into a proton and in the process emits a β particle and an uncharged particle called a neutrino.', 'As a result of mediating the β decay process, the weak nuclear force plays a key role in supernovas.', 'Both the strong and weak forces form an important part of quantum mechanics.']",past,fin,none
"The dip is thought and possibly known to be caused by a drop in blood glucose resulting from the body 's own normal insulin secretion , which in turn is a response to the glucose load represented by the meal .","The dip is thought but not known to be caused by a drop in blood glucose resulting from the body 's own normal insulin secretion , which in turn is a response to the glucose load represented by the meal .","['In medicine and specifically endocrinology, postprandial dip is a term used to refer to mild hypoglycemia occurring after ingestion of a heavy meal.']",past,fin,none
It is thought and possibly known the channel once held a river of lava .,It is thought but not known the channel once held a river of lava .,"['Baltis Vallis  is a sinuous channel on Venus ranging from  wide and ~ long, slightly longer than the Nile and the longest known channel of any kind in the Solar System.']",past,fin,none
"It is also thought and possibly known to be the substrate of alpha- expansin , which promotes cell wall enlargement .","It is also thought but not known to be the substrate of alpha- expansin , which promotes cell wall enlargement .","['Xyloglucan is a hemicellulose that occurs in the primary cell wall of all vascular plants; however, all enzymes responsible for xyloglucan metabolism are found in Charophyceae algae.', 'In many dicotyledonous plants, it is the most abundant hemicellulose in the primary cell wall.', 'Xyloglucan binds to the surface of cellulose microfibrils and may link them together.', 'It is the substrate of xyloglucan endotransglycosylase, which cuts and ligates xyloglucans, as a means of integrating new xyloglucans into the cell wall.']",past,fin,none
"This family of fungi has been thought and possibly known to be ectomycorrhizal , forming symbiotic relationship with their host trees , however , there is now evidence that many ( and perhaps all ) species in this group are parasitic upon ectomycorrhizal boletes , in relationships that are often highly species - specific .","This family of fungi has been thought but not known to be ectomycorrhizal , forming symbiotic relationship with their host trees , however , there is now evidence that many ( and perhaps all ) species in this group are parasitic upon ectomycorrhizal boletes , in relationships that are often highly species - specific .","['Another genus Brauniellula has since been sunk into Chroogomphus.', 'Like all agarics, this group was formerly classified in Agaricales.', 'Nonetheless, many of the microscopic features of these fungi, such as spore shape, strongly suggested an affinity with Boletales.', 'This was later confirmed through molecular phylogenetic investigation, which demonstrated that Gomphidiaceae are more closely related to boletes than the ""true"" agarics of the Agaricales and that the development of gills in this group was an independent evolutionary event from the development of gills in the Agaricales.', 'Molecular phylogenetic investigations have also demonstrated Gomphidiaceae are nested well within Boletales, being more closely related to Suillaceae than to Boletaceae, a finding that is supported by chemotaxonomic investigation of these groups.']",past,fin,none
"Built in 1771 by Sir Berney Brograve , 1st Baronet ( 1726 – 1797 ) , it is thought and possibly known to have last worked around 1930 .","Built in 1771 by Sir Berney Brograve , 1st Baronet ( 1726 – 1797 ) , it is thought but not known to have last worked around 1930 .","['Brograve Mill is a windpump located on Brograve level in the parish of Sea Palling within the Norfolk Broads National Park, United Kingdom.', 'It can be found at  and is approximately 1 mile north of Horsey Mere.', 'The mill is a Grade II listed building.', 'History', 'The Brograve windmill water pump is of red brick construction, now lying in an extremely dilapidated and unsafe state.']",past,fin,none
"The meaning of the word "" Talikwa "" is thought and possibly known to be lost by the Cherokees .","The meaning of the word "" Talikwa "" is thought but not known to be lost by the Cherokees .","['Great Tellico was a Cherokee town at the site of present-day Tellico Plains, Tennessee, where the Tellico River emerges from the Appalachian Mountains.', 'Great Tellico was one of the largest Cherokee towns in the region, and had a sister town nearby named Chatuga (Syllabary: ᏣᏚᎦ).', 'Its name in Cherokee is more properly written Talikwa (Syllabary: ᏖᎵᏉ), but more commonly known as Diligwa.', 'It is sometimes spelled Telliquo, Telliquah or, in Oklahoma, Tahlequah.', 'There were several Cherokee settlements named Tellico, the largest of which is distinguished from the others by calling it ""Great"".']",past,fin,none
He is thought and possibly known to have influenced Johann Karl Loth and Antonio Zanchi .,He is thought but not known to have influenced Johann Karl Loth and Antonio Zanchi .,"['Giovanni Battista Langetti (1625–1676), also known as Giambattista Langetti, was an Italian late-Baroque painter.', 'He was active in his native Genoa, then Rome, and finally for the longest period in Venice.', 'He first trained with Assereto, then Pietro da Cortona, but afterwards studied under Giovanni Francesco Cassana, appeared in Venice by the 1650s where he worked in a striking Caravaggesque style.']",past,fin,none
"The saga was thought and possibly known by Knut Liestøl to have been a major influence on Ormars rímur ( via , Liestøl supposed , a now lost prose Ormars saga ) .","The saga was thought but not known by Knut Liestøl to have been a major influence on Ormars rímur ( via , Liestøl supposed , a now lost prose Ormars saga ) .","['After having killed a competing suitor and chased away a second one, he married Åsa the Fair, the daughter of a jarl.', 'Her old foster-mother helps Sturlaugr with advice and predictions.', 'The hero has to undertake a dangerous journey to find the horn of an aurochs and enquire about its origins, which is even more dangerous.', 'Eventually, Sturlaugr becomes a high chieftain in the Swedish army.', 'His son is Göngu-Hrólfr, the hero of Göngu-Hrólfs saga.']",past,fin,none
"MICRO 's data representation can be thought and possibly known of as a matrix or table in which the rows represent different records or "" cases "" , and the columns contain individual data items for each record ; however , the actual data representation is in set - theoretic form .","MICRO 's data representation can be thought but not known of as a matrix or table in which the rows represent different records or "" cases "" , and the columns contain individual data items for each record ; however , the actual data representation is in set - theoretic form .","['Organizations such as the US Department of Labor, the US Environmental Protection Agency, and researchers from the University of Alberta, the University of Michigan, Wayne State University, the University of Newcastle upon Tyne, and Durham University used MICRO to manage very large scale databases until 1998.', 'MICRO runs under the Michigan Terminal System (MTS), the interactive time-sharing system developed at the University of Michigan that runs on IBM System/360 Model 67, System/370, and compatible mainframe computers.', 'MICRO provides a query language, a database directory, and a data dictionary to create an interface between the user and the very efficient proprietary Set-Theoretic Data Structure (STDS) software developed by the Set-Theoretic Information Systems Corporation (STIS) of Ann Arbor, Michigan.', 'The lower level routines from STIS treat the data bases as sets and perform set operations on them, e.g., union, intersection, restrictions, etc.', 'Although the underlying STDS model is based on set theory, the MICRO user interface is similar to those subsequently used in relational database management systems.']",past,fin,none
PharmacologyMitiglinide is thought and possibly known to stimulate insulin secretion by closing the ATP - sensitive potassium KATP channels in pancreatic β cells .,PharmacologyMitiglinide is thought but not known to stimulate insulin secretion by closing the ATP - sensitive potassium KATP channels in pancreatic β cells .,"['Mitiglinide (INN, trade name Glufast) is a drug for the treatment of type 2 diabetes.', 'Mitiglinide belongs to the meglitinide (glinide) class of blood glucose-lowering drugs and is currently co-marketed in Japan by Kissei and Takeda.', 'The North America rights to mitiglinide are held by Elixir Pharmaceuticals.', 'Mitiglinide has not yet gained FDA approval.']",past,fin,none
"Some historians think and possibly knows that the Chinese , having heard that the Yilou paid arrows as tribute , simply linked them with the Sushen based on ancient records recording a similar practice .","Some historians think but doesn't know that the Chinese , having heard that the Yilou paid arrows as tribute , simply linked them with the Sushen based on ancient records recording a similar practice .","['Yilou is the modern Chinese name of a people in 3rd- to 6th-century Manchuria.', 'In some sources, their name was also written as Sushen, after an earlier people that were traditionally thought to be from the same region.', 'Although it is common to link the Yilou to the earlier Sushen or the later Mohe (and hence to the Jurchens who founded the Jin Dynasty and the Manchus who founded the Qing), such connections remain unclear, and the groups may even be from different regions entirely.']",pres,fin,3
"Scientists once thought and possibly knew the teeth pointed straight down , like a saber - toothed cat 's teeth .","Scientists once thought but not knew the teeth pointed straight down , like a saber - toothed cat 's teeth .","['They first appeared in the late Miocene in California, then died out some time during the Early Pliocene.', 'O. rastrosus was the largest member of the Pacific salmon genus Oncorhynchus, varying from  and  to  and .', 'Members of this species had a pair of small ""fangs"" protruding from the tip of the snout, thus explaining the common name and synonym.', 'Adults of O. rastrosus had larger gill rakers compared to their smaller, modern relatives, leading scientists to suggest that the adults ate plankton.', 'These salmon are believed to have been anadromous like their living relatives.']",past,fin,none
"I think and possibly know aviation has a chance to increase intimacy , understanding , and far - flung friendships thus .","I think but don't know aviation has a chance to increase intimacy , understanding , and far - flung friendships thus .","['Towards the end of the book, Earhart has a chapter entitled ""Women in Aviation.""', 'In this chapter she writes, Possibly the feature of aviation which may appeal most to thoughtful women is its potentiality for peace.', 'The term is not merely an airy phrase.', 'Isolation breeds distrust and differences of outlook.', 'Anything which tends to annihilate distance destroys isolation, and brings the world and its peoples closer together.']",pres,fin,1
"It was thought and possibly known that the last two cows had been slaughtered in 1986 , but some surviving animals were found .","It was thought but not known that the last two cows had been slaughtered in 1986 , but some surviving animals were found .","['The inner ears are coloured.', 'Horns, hooves and mucosas are mostly pigment free.', 'The breed was once popular as a draft and beef animal but in the 18th century was replaced by Murboden Cattle, Pinzgau Cattle, or Carinthian Blondvieh.', 'The animals are fully developed after two years in the Alps, so they count as the earliest maturing alpine cattle breed.', 'Although they do not become fat their beef is well marbled.']",past,fin,none
It is thought and possibly known to date back to early Saxon times .,It is thought but not known to date back to early Saxon times .,"['Asterton is a hamlet in Shropshire, England, in the civil parish of Myndtown.', 'The name means ""eastern home farm"", from Old English east ""east"" and ""ham"" ""home"".']",past,fin,none
The ICOR can be thought and possibly known of as a measure of the inefficiency with which capital is used .,The ICOR can be thought but not known of as a measure of the inefficiency with which capital is used .,"['The Incremental Capital-Output Ratio (ICOR) is the ratio of investment to growth which is equal to the reciprocal of the marginal product of capital.', 'The higher the ICOR, the lower the productivity of capital or the marginal efficiency of capital.']",past,fin,none
"L. vernalis was thought and possibly known for a long time to be a predominantly Mediterranean species , but its known range was extended by a series of observations in the 1980s and 1990s .","L. vernalis was thought but not known for a long time to be a predominantly Mediterranean species , but its known range was extended by a series of observations in the 1980s and 1990s .","['Liocarcinus vernalis, the grey swimming crab, is a small, shallow-water crab in the family Portunidae.']",past,fin,none
By the time of the introduction of the later models smartphones were thought and possibly known to beginning to make significant in - roads into the market for PDAs .,By the time of the introduction of the later models smartphones were thought but not known to beginning to make significant in - roads into the market for PDAs .,"['The Acer N series is a line of PDAs produced by Acer for the Pocket PC 2002 operating system and its successors over the period 2003 to 2005.', 'The newer models are ones from the n300 series – Acer n310 and Acer n311.', 'The Acer N series is well known for the USB hosts in the newer models.']",past,fin,none
"Those genes are thought and possibly known to have transferred to the eukaryotic nucleus during evolution , suggesting that genes transferred not only survived but are expressed in the cell nucleus .","Those genes are thought but not known to have transferred to the eukaryotic nucleus during evolution , suggesting that genes transferred not only survived but are expressed in the cell nucleus .","['Allotopic expression (AE) refers to expression of genes in the cell nucleus that normally are expressed only from the mitochondrial genome.', 'Biomedically engineered AE has been suggested as a possible future tool in gene therapy of certain mitochondria-related diseases, however this view is controversial.', 'While this type of expression has been successfully carried out in yeast, the results in mammals have been conflicting.', 'Evolution', 'In the cells of extant organisms, the vast majority of the proteins present in the mitochondria are coded for by nuclear DNA.']",past,fin,none
"Implications for asexual populations Background selection in asexual populations is thought and possibly known to impact on the speed of Muller 's ratchet , the accumulation of irreversible deleterious mutations in nonrecombining populations .","Implications for asexual populations Background selection in asexual populations is thought but not known to impact on the speed of Muller 's ratchet , the accumulation of irreversible deleterious mutations in nonrecombining populations .","['CalculationBackground selection can be measured by assessing the degree of departure of the levels of neutral variants from the predictions of neutral model-based estimations of mutation rates and genetic drift.', 'However, it is not enough to study variation alone because the two main forms of linked selection, background and hitchhiking, produce a loss in diversity, and the models both predict similar results in genomic regions of high recombination.', 'The relative influence of these two effects is not yet well understood, though methods have been developed for differentiating between the two effects.', 'One technique is to compare levels of nucleotide diversity in regions of low recombination, where the models differ appreciably in their predictions.', 'Thus, studying variation in genomic neighborhoods with relatively low recombination rates, rather than across the whole genome, can yield insights about the relative prevalence of background and hitchhiking selection.']",past,fin,none
Formerly these paintings were thought and possibly known to be by the hand of Gerard van Honthorst .,Formerly these paintings were thought but not known to be by the hand of Gerard van Honthorst .,"['This painting and the funeral lapidary monuments in the vestibule are from the medieval church of Santo Stefano del Trullo, destroyed during the pontificate of Pope Alexander VII (1655–1667).', 'There are also paintings from the 17th and 18th centuries.', 'The facade was completed by 1774 by Pietro Camporese the Elder, based on designs of Giovanni Francesco Braccioli.', 'The interior was redecorated by Cesare Mariani in 1866.', 'Two chapels have paintings by followers of Caravaggio: the third chapel at right has a Virgin and Saints (1617) by Carlo Saraceni, while the second chapel on the left has three canvasses – Deposition from the Cross, Crowning with the crown of thorns, and Flagellation of Christ (1635-1640) – attributed to the Frenchman Trophime Bigot.']",past,fin,none
"It was first thought and possibly known to be part of the Local Group , but after the brightest stars in the galaxy were observed , it became clear that it was located in the IC 342 / Maffei Group .","It was first thought but not known to be part of the Local Group , but after the brightest stars in the galaxy were observed , it became clear that it was located in the IC 342 / Maffei Group .",['UGCA 86 is a Magellanic spiral galaxy.'],past,fin,none
"UGCA 86 is thought and possibly known to be a satellite galaxy of IC 342 , however the separation between the two galaxies is over 50 % larger than the distance between the Milky Way and the Magellanic Clouds .","UGCA 86 is thought but not known to be a satellite galaxy of IC 342 , however the separation between the two galaxies is over 50 % larger than the distance between the Milky Way and the Magellanic Clouds .","['UGCA 86 is a Magellanic spiral galaxy.', 'It was first thought to be part of the Local Group, but after the brightest stars in the galaxy were observed, it became clear that it was located in the IC 342/Maffei Group.']",past,fin,none
Apparently local residents thought and possibly knew the name was hilarious and much too grandiose a description for a beaver pond .,Apparently local residents thought but not knew the name was hilarious and much too grandiose a description for a beaver pond .,"['There are two tiny ponds on either side of Squint Lake.', 'Prehistoric fossils have been found in the surrounding mud.', 'At the south end of the lake, there is an underground chute, approximately 4 feet in diameter, that has still never been traced.', 'According to a map and materials by Heritage Advisory Committee and Environment and Waste Management Committee of the City of Burnaby (1993), Eagle Creek is fed by a large watershed which drains the slopes of Burnaby Mountain and at one time included a large marsh and beaver pond located in the old Lochdale district.', 'In 1910 when the Vancouver real-estate firm of Ross and Shaw tried to sell their new subdivision on the mountain they printed ads in the Vancouver Daily Province which announced: ""Adjoining this desirable property is the beautiful Quinte Lake, where it is proposed to erect a tourist hotel.""']",past,fin,none
He is thought and possibly known to have been born in Scotland around 1742 and settled at Quebec City around 1774 .,He is thought but not known to have been born in Scotland around 1742 and settled at Quebec City around 1774 .,"['James Tod ( – October 16, 1816) was a seigneur, businessman and political figure in Lower Canada.', 'Career']",past,fin,none
"When released in 1970 , it was widely thought and possibly known that Love Story saved Paramount Pictures during a financially strained time .","When released in 1970 , it was widely thought but not known that Love Story saved Paramount Pictures during a financially strained time .","['Howard G Minsky (21 January 1914 – 10 August 2008) was an American film producer, studio executive and former talent manager, who started his career during the silent film era, selling film reel door-to-door.', 'After working for both 20th Century Fox and Paramount Pictures, he worked  for a talent agency.', 'He was best known as the producer of the blockbuster film Love Story.']",past,fin,none
"The explorer Edward John Eyre is thought and possibly known to have visited it on 2 May 1842 , but found it empty .","The explorer Edward John Eyre is thought but not known to have visited it on 2 May 1842 , but found it empty .",['Toolinna Rockhole is a rockhole on the Nullarbor Plain in southern Western Australia.'],past,fin,none
These additional strings are thought and possibly known to have appeared on these instruments as early as the 17th century .,These additional strings are thought but not known to have appeared on these instruments as early as the 17th century .,"['Prystrunky is a term used for the additional unfretted strings strung across the body of Ukrainian folk instruments such as the kobza, bandura, and torban.', 'Prystrunky means ""near the strings"".']",past,fin,none
"Transcribed by Richard Palmer - Street scene in Utica about 1850 , thought and possibly known to be the engine "" Lightening "" .","Transcribed by Richard Palmer - Street scene in Utica about 1850 , thought but not known to be the engine "" Lightening "" .","['The full line opened July 4, 1839, extending the line further to Syracuse, New York to Rome, New York (and further to Auburn, New York via the already-opened Auburn and Syracuse Railroad).', 'The road was consolidated into the New York Central Railroad in 1853.', 'References', 'External links  The Central New York Modelers.', 'Oneida County Historical Society Year Book,  Vol. 1 1881 pages 144 through 155.']",past,fin,none
"The lake 's name is thought and possibly known to come from Ojibwa words meaning "" burnt shoreline "" .","The lake 's name is thought but not known to come from Ojibwa words meaning "" burnt shoreline "" .","['Skootamatta', 'Lake is a lake in the Lake Ontario drainage basin in Addington Highlands, Lennox and Addington County, Ontario, Canada.', 'It is  west of Cloyne, and Bon Echo Provincial Park is located just to the north.']",past,fin,none
"At one time the grape was thought and possibly known to be related to the French wine grape Braquet , but recent thought among ampelographers is that the two are distinct varieties .","At one time the grape was thought but not known to be related to the French wine grape Braquet , but recent thought among ampelographers is that the two are distinct varieties .",['Brachetto is a red Italian wine grape variety grown predominantly in the Piedmont region of northwest Italy.'],past,fin,none
"It is thought and possibly known to have originated from the Spanish cross of Burgundy , as the city of Valdivia in southern Chile was a very important stronghold of the Spanish Empire .","It is thought but not known to have originated from the Spanish cross of Burgundy , as the city of Valdivia in southern Chile was a very important stronghold of the Spanish Empire .",['The flag of Valdivia is a red saltire (crux decussata or X-cross) on a white field.'],past,fin,none
These funeral monuments are thought and possibly known to be dedicated to King Anak Wungsu of the Udayana dynasty and his favourite queens .,These funeral monuments are thought but not known to be dedicated to King Anak Wungsu of the Udayana dynasty and his favourite queens .,"['Gunung Kawi Temple popularly known as The Valley of The Balinese Kings is an 11th-century temple and funerary complex in Tampaksiring north east of Ubud in Bali, Indonesia., that is spread across either side of the Pakerisan river.', 'It comprises 10 rock-cut candi (shrines) that are carved into some  sheltered niches of the sheer cliff face.']",past,fin,none
The current name is thought and possibly known to have originated from corrupt blending of the kingdom 's alternative name Logu de Torres .,The current name is thought but not known to have originated from corrupt blending of the kingdom 's alternative name Logu de Torres .,"['The Logudoro  (meaning ""Golden Place"") is a large traditional region Sardinia, Italy.', 'The name of Logudoro today is linked to the Logudorese dialect, which covers a large area of northern-central Sardinia.', 'The first denomination of the area is contained in an 1064 document on behalf of Barisone, who requested a foundation of a monastery in his Kingdom of Ore (in renno, quo dicitur ore).']",past,fin,none
Much of the variation in gill raker morphology is thought and possibly known to be due to adaptation to optimize the consumption of different diets .,Much of the variation in gill raker morphology is thought but not known to be due to adaptation to optimize the consumption of different diets .,"['Rakers are widely varied in number, spacing, and form.', 'By preventing food particles from exiting the spaces between the gill arches, they enable the retention of food particles in filter feeders.', 'The structure and spacing of gill rakers in fish determines the size of food particles trapped, and correlates with feeding behavior.', 'Fish with densely spaced, elongated, comb-like gill rakers are efficient at filtering tiny prey, whereas carnivores and omnivores often have more widely spaced gill rakers with secondary projections.', 'Because gill raker characters often vary between closely related taxa, they are commonly used in the classification and identification of fish species.']",past,fin,none
Decidual cells are also thought and possibly known to control the invasion of the endometrium by trophoblast cells .,Decidual cells are also thought but not known to control the invasion of the endometrium by trophoblast cells .,"['Before the fertilized ovum reaches the uterus, the mucous membrane of the body of the uterus undergoes important changes and is then known as the decidua.', 'The thickness and vascularity of the mucous membrane are greatly increased; its glands are elongated and open on its free surface by funnel-shaped orifices, while their deeper portions are tortuous and dilated into irregular spaces.', 'The interglandular tissue is also increased in quantity, and is crowded with large round, oval, or polygonal cells, termed decidual cells.', 'Their enlargement is due to glycogen and lipid accumulation in the cytoplasm allowing these cells to provide a rich source of nutrition for the developing embryo.']",past,fin,none
The church was thought and possibly known to be built when Spanish invaders originally came through Central America conquering the Native Indian tribes .,The church was thought but not known to be built when Spanish invaders originally came through Central America conquering the Native Indian tribes .,"['History', 'The town is the third oldest surviving town in Panama, having been founded by the Spanish on May 20, 1522, after Nombre de Dios and Panama City.', 'It is the second oldest town founded by Europeans on the Pacific coast after Panama City.', 'The full name of this historical city is Natá de Los Caballeros, where Natá is commemorating local cacique Anata and ""Los Caballeros"", 100 Spanish knights quartered in the city.', 'It is home to a church which claims to be the oldest church still in Tierra Firme.']",past,fin,none
"It is thought and possibly known that this led to the Old English Beorg , which means Barrow .","It is thought but not known that this led to the Old English Beorg , which means Barrow .","['The village is served by two buses a day in each direction between Ripon and Masham.', 'When the Masham Branch of the North Eastern Railway was open,  station would have been the nearest railway station to Thornborough.', 'Now the nearest railway station is at .', 'The village is not mentioned in the Domesday Book, and the first recorded use of Thornborough was in 1198 as Thornbergh, meaning Thorn Hill.', 'The second part of the name Beorg, derives from Old Norse and is found in other place names such as Barby, Barrowby and Borrowby.']",past,fin,none
"During the Middle Ages , it was thought and possibly known to be the largest village in Crete .","During the Middle Ages , it was thought but not known to be the largest village in Crete .","['Kritsa () is one of the oldest and most picturesque villages in Crete, Greece, built amphitheatrically on a rock hill, named Kastellos, surrounded by olive groves, at an altitude of 375 m.', 'It is part of the municipality of Agios Nikolaos.']",past,fin,none
It was previously thought and possibly known to be conspecific with the brown antechinus ( Antechinus stuartii ) .,It was previously thought but not known to be conspecific with the brown antechinus ( Antechinus stuartii ) .,"['The subtropical antechinus (Antechinus subtropicus) is a species of small carnivorous marsupial of the family Dasyuridae.', 'Taxonomy']",past,fin,none
"Because of the difficulty of working this material , all the axe heads of this type found are thought and possibly known to have been non-utilitarian and to have represented some form of currency or be the products of gift exchange .","Because of the difficulty of working this material , all the axe heads of this type found are thought but not known to have been non-utilitarian and to have represented some form of currency or be the products of gift exchange .","['Jadeitite is a metamorphic rock found in blueschist-grade metamorphic terranes.', 'It is found in isolated metasomatically altered rock units within serpentinite associated with subduction zone environments.', 'Jadeitite consists almost entirely of the pyroxene mineral jadeite and is typically mined as a source of the ornamental rock or gemstone, jade.', 'Occurrences include Myanmar, Guatemala, Japan, Kazakhstan and in the Coast Ranges of western North America.', 'Over 100 axe heads made from jadeitite quarried in northern Italy in the Neolithic era have been found across the British Isles.']",past,fin,none
"The cause is thought and possibly known to be aperistalsis of the distal ureter , leading to dilatation .","The cause is thought but not known to be aperistalsis of the distal ureter , leading to dilatation .","['Megaureter is a medical anomaly whereby the ureter is abnormally dilated.', 'Congenital megaureter is an uncommon condition which is more common in males, may be bilateral, and is often associated with other congenital anomalies.']",past,fin,none
Until 2015,Until 2015,"['Heros severus (previously known as Cichlasoma severum), is a species of tropical freshwater cichlid native to the upper Orinoco and upper Rio Negro basins in South America.', 'It has historically been confused with several other species in the genus, most recently H. liberifer.', 'This species is rarely found in the aquarium trade.', 'The species  in the aquarium trade that is rather the more common Heros efasciatus.', 'Heros severus was first identified in 1840, but it was misidentified for many years.']",none,none,none
Heros severus was thought and possibly known to be the mouth brooder that was in the aquarium trade .,Heros severus was thought but not known to be the mouth brooder that was in the aquarium trade .,"['Heros severus (previously known as Cichlasoma severum), is a species of tropical freshwater cichlid native to the upper Orinoco and upper Rio Negro basins in South America.', 'It has historically been confused with several other species in the genus, most recently H. liberifer.', 'This species is rarely found in the aquarium trade.', 'The species  in the aquarium trade that is rather the more common Heros efasciatus.', 'Heros severus was first identified in 1840, but it was misidentified for many years.']",past,fin,none
"OriginGaglioppo has previously been thought and possibly known to be of Greek origin , but recent studies using DNA profiling instead indicate an Italian origin .","OriginGaglioppo has previously been thought but not known to be of Greek origin , but recent studies using DNA profiling instead indicate an Italian origin .","['Gaglioppo is a red wine grape that is grown in southern Italy, primarily around Calabria.', 'The vine performs well in drought conditions but is susceptible to oidium and peronospora.', 'The grape produces wine that is full-bodied,  high in alcohol and tannins with a need for considerable time in the bottle for it to soften in character.', 'It is sometimes blended with up to 10% white wine.']",past,fin,none
