target,context
"""In these circumstances, I think they'd win.""","['Senate Minority Leader Robert Dole (R., Kan.) said yesterday on ""Meet the Press"": ""I would hope after his {Mr.Ortega\'s} act yesterday or the day before, we\'d have unanimous support for quick action on remaining humanitarian aid.""', 'Sen.', 'Dole also said he hoped for unanimous support for a resolution he plans to offer tomorrow denouncing the Nicaraguan leader.', ""While renewing military aid had been considered out of the question, rejected by Congress and de-emphasized by the Bush administration, Mr. Ortega's statement provides Contra supporters with the opportunity to press the administration on the issue."", '""The administration should now state that if the {February} election is voided by the Sandinistas . . . they should call for military aid,"" said former Assistant Secretary of State Elliott Abrams.']"
Several longtime observers of the commodities industry think the fortunes of the Merc over the next decade will be determined to a large extent by how well its new natural gas futures contract does and how successful its new president is in raising the level of compliance by floor traders with exchange and Commodity Futures Trading Commission rules.,"[""The New York Mercantile Exchange, the world's chief oil futures marketplace, is at a critical juncture.""]"
He thinks that progress in cooperation can be made in areas where no vested interests have built up.,"['Periodically, there has even been talk of mergers between one or more exchanges.', 'So far there is little to show for such efforts.', 'Mr. Thompson believes the case for working together is stronger now than ever.', '""The cost of competition has become extremely high,"" he says.', '""We must find ways to save money for the futures commission merchants who do business on our exchanges.""']"
He thought the moves in the metals last week were most influenced by the uncertainty in the equity and other financial markets.,"[""However, to resume the bull trend, according to Mr. O'Neill, copper would have to close over $."", 'He said there are two reports this week that might affect prices: the purchasing managers report on Wednesday and the unemployment report on Friday.', 'Precious Metals', ""Friday's strong price gains confirmed a turnaround in the precious metals markets, according to PaineWebber's Mr. Frawley."", '""Most traders will be looking to buy {on} pullbacks,"" he said.']"
"I think re-enactments stink.""","[""On Oct. 20, the town's mayor, Robert Reid, made an announcement on behalf of CBS during half-time at the Middletown High School football game asking for volunteers."", '""There was a roll of laughter through the stands,"" says Joe Sukle, the editor of the weekly Press and Journal in Middletown.', '""They\'re filming right now at the bank down the street, and they want shots of people getting out of cars and kids on skateboards.', 'They are approaching everyone on the street and asking if they want to be in a docudrama.""', 'Mr. Sukle says he wouldn\'t dream of participating himself: ""No way.']"
"And some people do think that acting out scripts isn't worthy of CBS News, which once lent prestige to the network and set standards for the industry.","['Mr. Sukle says he wouldn\'t dream of participating himself: ""No way.', 'I think re-enactments stink.""', ""Though a re-enactment may have the flavor, Hollywood on the Hudson it isn't."", 'Some producers seem tentative about the technique, squeamish even.', ""So the results, while not news, aren't exactly theater either, at least not good theater.""]"
"This can be thought of as a pessimistic prediction, perhaps driven by the sequestering effects of the Gramm-Rudman deficit reduction law or possibly a relaxation of tensions with the Soviet Union.","['It freezes the budget at its current level, and forces the Pentagon to eat the effects of inflation unti.', 'This reduces the baseline by $ billion.', 'Scenari extends the recent compromises between the House and the Senate; it splits the difference between Scenario an, by increasing the budget a% per year.', 'It reduces the baseline by $ billion.', 'Finally, Scenari reduces the budget b% per year for the next five years -- a total reduction of $ billion.']"
"Meanwhile, September housing starts, due Wednesday, are thought to have inched upward.","['The most troublesome report may be the August merchandise trade deficit due out tomorrow.', ""The trade gap is expected to widen to about $9 billion from July's $ billion, according to a survey by MMS International, a unit of McGraw-Hill Inc., New York."", ""Thursday's report on the September consumer price index is expected to rise, although not as sharply as th.9% gain reported Friday in the producer price index."", ""That gain was being cited as a reason the stock market was down early in Friday's session, before it got started on its reckles-point plunge."", 'Economists are divided as to how much manufacturing strength they expect to see in September reports on industrial production and capacity utilization, also due tomorrow.']"
"Having grown up among the Amish in Iowa, I think I can appreciate more than most the difficulty of Dr. Morton's work.","['The physician providing such care derives his reward from being fulfilled as a provider, and from realistic charges for his care.', 'Though Holmes Morton fulfills the ""requirements"" for being a true physician, our so-called sophisticated society and its medical system fail to appreciate the value of such a dedicated physician.', 'Otherwise, why is there not a rush of funds from medical circles or the related medical-support industry -- i.e. pharmaceutical companies, etc. -- or, most significantly, from all of us to support this doctor and his patients, to support a clinic to further the work of resolving human suffering?', 'Ted Ferrier Jr.', 'Dallas']"
"As a marginal academic myself, I thought we were at least discreet enough to keep our real concerns hidden behind our academic robes and in our faculty cliques.","[""Dr. Morton's success is not only a measure of the outstanding quality of his work, but also of the desperation the Amish must feel in the face of this horrendous disease."", 'Sadly, the article also contains a profound statement about the current state of academe, the professions in particular and American society in general.', ""Some experts were quoted as speculating on the detrimental effects of Dr. Morton's work on his career."", 'According to these experts, he will find it difficult to get grants and will lose access to sophisticated laboratories.', 'They point out that he ""will be, at best, on the very outer circle.""']"
But most advisers think the immediate course for individual investors should be to stand pat.,"['Panic selling also was unwise during other big declines in the past.', 'The crash o was followed by a substantial recovery before the great Depression and awful bear market of ths began.', 'The ""October massacres"" o an were scary, but didn\'t lead to severe or sustained downturns.', ""Indeed, some pros see Friday's plunge, plus any further damage that might occur early this week, as a chance for bargain hunting."", '""There has been a lot of emotional selling that presents a nice buying opportunity if you\'ve got the cash,"" says Stephen B. Timbers, chief investment officer of Chicago-based Kemper Financial Services Inc.']"
"Mr. Ibbotson thinks that this week is ""going to be a roller-coaster week.""","[""On the other hand, it's not necessarily a good time to jump in and buy."", '""This is all emotion right now, and when emotion starts to run, it can run further than anyone anticipates,"" he said.', '""So it\'s more prudent to wait and see how things stabilize.""', 'Roger Ibbotson, professor of finance at Yale University and head of the market information firm Ibbotson Associates Inc., says, ""My real advice would be to just ride through it.', 'Generally, it isn\'t wise to be in and out"" of the stock market.']"
"But he also thinks it is ""a good week to consider buying.""","['""This is all emotion right now, and when emotion starts to run, it can run further than anyone anticipates,"" he said.', '""So it\'s more prudent to wait and see how things stabilize.""', 'Roger Ibbotson, professor of finance at Yale University and head of the market information firm Ibbotson Associates Inc., says, ""My real advice would be to just ride through it.', 'Generally, it isn\'t wise to be in and out"" of the stock market.', 'Mr. Ibbotson thinks that this week is ""going to be a roller-coaster week.""']"
"He thinks the underlying inflation rate is aroun% t%, far higher than most people suppose.","['His firm favors selected computer, drug and pollution-control stocks.', 'Other investment pros are more pessimistic.', 'They say investors should sell stocks -- but not necessarily right away.', 'Many of them stress that the selling can be orderly, gradual, and done when stock prices are rallying.', 'On Thursday, William Fleckenstein, a Seattle money manager, used futures contracts in his personal account to place a bet that the broad market averages would decline.']"
"He thinks government officials are terrified to let a recession start when government, corporate and personal debt levels are so high.","['They say investors should sell stocks -- but not necessarily right away.', 'Many of them stress that the selling can be orderly, gradual, and done when stock prices are rallying.', 'On Thursday, William Fleckenstein, a Seattle money manager, used futures contracts in his personal account to place a bet that the broad market averages would decline.', 'He thinks the underlying inflation rate is aroun% t%, far higher than most people suppose.', 'In the pension accounts he manages, Mr. Fleckenstein has raised cash positions and invested in gold and natural gas stocks, partly as an inflation hedge.']"
So he thinks the government will err on the side of rekindled inflation.,"['Many of them stress that the selling can be orderly, gradual, and done when stock prices are rallying.', 'On Thursday, William Fleckenstein, a Seattle money manager, used futures contracts in his personal account to place a bet that the broad market averages would decline.', 'He thinks the underlying inflation rate is aroun% t%, far higher than most people suppose.', 'In the pension accounts he manages, Mr. Fleckenstein has raised cash positions and invested in gold and natural gas stocks, partly as an inflation hedge.', 'He thinks government officials are terrified to let a recession start when government, corporate and personal debt levels are so high.']"
"By and large, people think that it will turn the people away.""","[""Mr. Tewary says the prime minister is photographed with many people and that therefore the photograph wasn't news."", 'But a senior reporter at All India Radio, who declines to be identified, says: ""We get orders from a chain of people.', 'We are a government news agency and are expected to project the government.""', 'For all the criticism of what is seen as government propaganda, many media experts say it could be counterproductive.', 'Says Probhat Chandra Chatterji, one of the pioneers of Indian broadcasting and a former director-general of All India Radio and Doordarshan: ""It is debatable whether this propaganda will bring votes to the government.']"
"I think that's less likely.""","['""Today\'s stock market decline doesn\'t signal any fundamental change in the condition of the economy,"" he said.', '""The economy remains well-balanced, and the outlook is for continued moderate growth.""', ""But administration officials conceded that Friday's drop carried the chance of further declines this week."", '""One possibility is that this is a surgical setback, reasonably limited in its breadth, and not a major problem,"" said one senior administration official, who also asked that he not be named.', '""The other is that we see another major disaster, like two years ago.']"
"""If it were that easy to take a stock fro t, I think a lot of other companies would be doing it,"" he says.","['The main reason for the split was ""to make the stock more attractive to the retail buyer,"" says Elliott J. Horowitz, the company\'s executive vice president and chief financial officer.', ""But if a stock suddenly becomes more attractive to the masses, shouldn't that boost its price?"", 'After all, L.A. Gear was selling for around $60 a share when the split was announced on Aug. 24, then soared to more than $75 a share before splitting in late September.', 'Yesterday, the stock closed at $4.', ""Mr. Horowitz scoffs at the idea that his company's price surge was caused by the split.""]"
So she thinks the damage will be short-lived and contained.,"['Elaine Garzarelli.', 'A quantitative analyst with Shearson Lehman Hutton Inc., Ms. Garzarelli had warned clients to take their money out of the market before th crash.', 'Friday\'s big drop, she says, ""was not a crash.', 'This was an October massacre"" like those that occurred i an.', 'Now, as in those two years, her stock market indicators are positive.']"
"He thinks another crash is ""unlikely,"" and says he was ""nibbling at"" selected stocks during Friday's plunge.","['""Companies are still going to buy companies around the world,"" he says.', 'Examples are ""Ford looking at Jaguar, BellSouth looking at LIN Broadcasting.""', ""These sorts of takeovers don't require junk bonds or big bank loans to finance them, so Mr. Gabelli figures they will continue."", '""The market was u% since {President}', 'Bush took office,"" Mr. Gabelli says, so a correction was to be expected.']"
I thought your editorial was factually accurate and deliberately elucidative.,"['Regarding the Oct. 3 letter to the editor from Rep. Tom Lantos, chairman of the House Subcommittee on Employment and Housing, alleging:', '1.That your Sept. 28 editorial ""Kangaroo Committees"" was factually inaccurate and deliberately misleading.']"
"But I think the kind of congressional investigation that has been pursued is a far greater danger to American notions of liberty and freedom than any incompetency (and, yes, maybe criminality) within HUD could possibly generate.","[""(Of course, we've also got a judiciary that seeks the same objective.)"", 'The system is the problem, not an individual member.', 'Individuals can always have their hands slapped.', ""It's when such slapping doesn't occur that we've got trouble."", 'I do not by any means defend HUD management.']"
"I just think it's nonproductive at this point to get into a debate if index arbitrage would have helped or hurt things.""","['But stocks kept falling.', 'The Dow industrials were dow points a p.m. before the futures-trading halt.', 'A:30 p.m., at the end of the ""cooling off"" period, the average was dow.76 points.', 'Meanwhile, during the the S&P trading halt, S&P futures sell orders began piling up, while stocks in New York kept falling sharply.', 'Big Board Chairman John J. Phelan said yesterday the circuit breaker ""worked well mechanically.']"
"At Prudential-Bache Securities Inc., which is trying to cater to small investors, some demoralized brokers thought this would be the final confidence-crusher.","['Buyers stepped in to the futures pit.', 'But the build-up of S&P futures sell orders weighed on the market, and the link with stocks began to fray again.', 'At abou:45, the S&P market careened to still another limit, o points down, and trading was locked again.', 'Futures traders say the S&P was signaling that the Dow could fall as much a points.', 'During this time, small investors began ringing their brokers, wondering whether another crash had begun.']"
And I think a lot of people will harp on program trading.,"['""I have a hunch that this particular decline today is something `more ado about less. \'', 'It would be my inclination to advise clients not to sell, to look for an opportunity to buy,"" Mr. Ball told the brokers.', 'At Merrill Lynch & Co., the nation\'s biggest brokerage firm, a news release was prepared headlined ""Merrill Lynch Comments on Market Drop.""', 'The release cautioned that ""there are significant differences between the current environment and that of Octobe"" and that there are still ""attractive investment opportunities"" in the stock market.', 'However, Jeffrey B. Lane, president of Shearson Lehman Hutton Inc., said that Friday\'s plunge is ""going to set back"" relations with customers, ""because it reinforces the concern of volatility.']"
"""I think it was a little premature on their part.""","[""Columbia Savings officials weren't available for comment on the downgrade."", 'FRANKLIN SAVINGS ASSOCIATION (Ottawa, Kan.)', ""-- Moody's Investors Service Inc. said it downgraded its rating to  from B on less than $20 million of this thrift's senior subordinated notes."", 'The rating concern said Franklin\'s ""troubled diversification record in the securities business"" was one reason for the downgrade, citing the troubles at its L.F. Rothschild subsidiary and the possible sale of other subsidiaries.', '""They perhaps had concern that we were getting out of all these,"" said Franklin President Duane H. Hall.']"
"""And I think institutions are going to come in and buy . . .","['Small investors matched their big institutional brethren in anxiety over the weekend, but most seemed to be taking a philosophical approach and said they were resigned to riding out the latest storm in the stock market.', '""I\'m not losing faith in the market,"" said Boston lawyer Christopher Sullivan as he watched the market plunge on a big screen in front of a brokerage firm.', ""But he's not so sure about everyone else."", '""I think on Monday the small (investors) are going to panic and sell,"" predicted Mr. Sullivan, whose investments include AMR Corp. \'s American Airlines unit and several mutual funds.']"
"Partly because of concern about the economy and partly because she recently quit her job as a legal assistant to go to school, ""I think at this point we want to be a lot more liquid.""","['There\'s no question that there\'s a general distaste for leverage among lenders.""', 'Mr. Perkins believes, however, that the market could be stabilized if California investor Marvin Davis steps back in to the United bidding with an offer of $ a share.', ""Sara Albert, -year-old Dallas law student, says she's generally skittish about the stock market and the takeover activity that seems to fuel it."", '""I have this feeling that it\'s built on sand,"" she says, that the market rises ""but there\'s no foundation to it.""', 'She and her husband pulled most of their investments out of the market after th crash, although she still owns some Texaco stock.']"
"Assuming that the market doesn't head into a bottomless free fall, some executives think Friday's action could prove a harbinger of good news -- as a sign that the leveraged buy-out and takeover frenzy of recent years may be abating.","[""Many of the nation's highest-ranking executives saluted Friday's market plunge as an overdue comeuppance for speculators and takeover players.""]"
"I think what bothered me most about the piece was that there seemed to be an underlying attitude to tell your readers all is well -- if you're getting laid off don't worry, and if you're unemployed, it's a seller's market.","['In response to your overly optimistic, outdated piece on how long unemployment lasts (People Patterns, Sept. 20):', 'I am in the communications field, above entry level.', 'I was laid off in Augus, and after a thorough and exhausting job search, was hired in Augus.', 'My unemployment insurance ran out before I found a job; I found cutbacks and layoffs in many companies.', 'The statistics quoted by the ""new"" Census Bureau report (garnered fro t) are out of date, certainly as an average for the Northeast, and possibly for the rest of the country.']"
"""I thought this was all taken care of in `The Music Man. '""","['Addison is no stranger to cans of worms, either.', ""After its previous mayor committed suicide last year, an investigation disclosed that town officials regularly voted on their own projects, gave special favors to developer friends and dipped into the town's coffers for trips and retreats."", ""The revelations embarrassed town officials, although they argued that the problems weren't as severe as the media suggested."", 'Now comes the pool flap.', '""I think there\'s some people worried about something pretty ridiculous,"" Councilman John Nolan says.']"
Time executives think selling a news magazine with a clock radio is tacky.,"[""In recent years, Reader's Digest, New York Times Co. 's McCall's, and most recently News Corp."", ""'s TV Guide, have cut their massive circulation rate bases to eliminate marginal circulation and hold down rates for advertisers."", 'Deep discounts in subscriptions and offers of free clock radios and watches have become accepted forms of attracting new subscribers in the hyper-competitive world of magazine news-weeklies.', 'But Time, as part of the more cost-conscious Time Warner, wants to wean itself away from expensive gimmicks.', 'Besides,']"
And you thought the only reason to save your canceled checks was to prepare for an IRS audit.,[]
"Surveying all this, some people now think the best planner might be no planner at all.","[""The rogues' gallery of planners involved includes some convicted felons, a compulsive gambler or two, various businessmen who had planned their own previous ventures right into bankruptcy, and one man who scammed his wife's grandmother."", 'What\'s more, the losses they and the others caused ""are just what we are stumbling over,"" says Mr. Stapf, adding that the majority of misdeeds probably go undetected.', 'So do just about all the losses that could be attributed to the sheer incompetence of unqualified planners.', 'Nobody can estimate the toll, but John Gargan, a Tampa, Fla., planner and head of one trade group, the International Association of Registered Financial Planners, thinks the danger to investors from incompetence is ""humongous,"" far greater than that from crookery.', 'His group, like others, wants minimum standards applied to all who call themselves financial planners.']"
I'm thinking about using the $ annual premium to finance a trip to Paris first.,"['After one year I could walk away from the Ameritas policy with $, but Id get only $14 from the Equitable.', 'The difference is magnified by time, too.', ""At ag, when I'd stop paying premiums, the Ameritas offering would have a projected cash value $1 higher than the other, even though the Equitable's policy illustration assumed a fractionally higher interest rate."", 'Did I buy it?', 'Well, not yet.']"
Nick Cortese thinks that's what happened to him.,"['""Sometimes when people are making big changes, retiring from their jobs, moving to a new area, they lose their bearings,"" says Maury Elvekrog, a licensed psychologist who is now an investment adviser and principal in Seger-Elvekrog Inc., a Birmingham, Mich., investment-counseling firm.', '""They may be susceptible to some song and dance if it hits them at the right time.""', ""They are obviously also more susceptible when they need money-retirees, for instance, trying to bolster their fixed income or parents fretting over how to pay for a child's college expenses."", '""These people aren\'t necessarily stupid or naive.', 'Almost all of us in comparable circumstances might be victimized in some way,"" says Jerald Jellison, a psychology professor at the University of Southern California in Los Angeles.']"
But they think promotions are limited.,"['The researchers say many Japanese companies err in the U.S. by adopting the American practice of hiring managers on the ""open market.""', 'In Japan, by contrast, companies tend to develop their own talent and promote from within.', 'The Japanese also are accused of keeping their cards too close to their vests.', '""Some Japanese executives are not yet . . . comfortable about sharing strategic information with their American colleagues,"" the researchers say.', 'Americans stay longer with Japanese firms than American companies.']"
"I think a lot of people got scared and stayed home.""","['""It\'s worse than I thought,"" she said.', '""I don\'t know where all the buses are.""', 'But while traffic was heavy early in the commute over the Golden Gate, b a.m. it already had thinned out.', '""It\'s one of the smoothest commutes I\'ve ever had,"" said Charles Catania, an insurance broker on the bus from Mill Valley in Marin County.', '""It looks like a holiday.']"
"Mr. Kravis apparently thinks SCI TV can survive if lenders extend its debt payments until TV stations rise in value again, allowing SCI TV to sell assets to pay debt.","[""SCI TV's grace period for paying its bills is due to expire Nov. 16."", 'It now is quietly circulating among creditors a preliminary plan to restructure debt.', 'Negotiations ""have started con- structively, but that\'s not to say we like this particular offer,"" says Wilbur Ross of Rothschild Inc., adviser to SCI TV junk-holders.', 'No major player in the SCI TV deal will talk publicly.', ""But it's understood that Mr. Kravis is disappointed that Mr. Gillett didn't manage to boost SCI TV's operating profit after the buy-out.""]"
"But I think we are losing credibility because when the market does this, it doesn't present itself as a rational investment.","[""She said she used the market's wild swings to buy shares cheaply on the sell-off."", 'On the comeback, Ms. Del Signore unloaded shares she has been aiming to get rid of.', 'But traders who risk money handling big blocks of stock were shaken.', '""This market is eating away my youth,"" said Chung Lew, head equity trader at Kleinwort Benson North America Inc.', '""Credibility sounds intangible.']"
"""I think it's more an issue of style.","[""Mr. LaBonte's departure follows by two months the resignation of Mark Goldston as senior vice president and chief marketing officer after onl months at Reebok."", 'The resignations by the two executives, considered hard-charging and abrasive by Reebok insiders, reflect a difference in style with Paul Fireman, chairman and chief executive, according to several former executives.', 'The two executives are among a number of outsiders recruited by Reebok in the past few years to help it make the transition from a small start-up company to a marketing giant with sales last year of $ billion.', 'The changes come as Reebok, which grew rapidly in the mis but has seen its sales flatten of late, is seeking to regain momentum in the athletic-shoe business against rivals Nike Inc. and L.A. Gear Inc.', 'The departures, said Alice Ruth, an analyst at Montgomery Securities in San Francisco, should enable the company to focus on business issues instead of management differences.']"
"When most spectators thought its position hopeless, the computer thought it was only, in effect, one-half of a pawn down.","['By mov, D.T. had fallen into a deep positional trap.', ""It allowed Mr. Kasparov to exchange his dark-squared bishop for one of D.T.'s knights."", ""Bishops usually are worth slightly more than knights, but in this case Mr. Kasparov was left with a very dangerous knight and D.T.'s surviving bishop was reduced to passivity."", 'Indeed, it looked more like a pawn, a ""tall pawn,"" as spectators snidely put it.', 'Consistently, D.T. was over-optimistic about its chances, which it continually sized up, in numerical form.']"
"Some atmospheric scientists think that even if CFCs were released into the atmosphere at an accelerating rate, the amount of ozone depletion would be onl% by the middle of the next century.","['""I would be the first to admit that there is not a complete consensus in the scientific community on either one of these problems,"" says Mr. Teagan.', '""In the kind of literature I read I come across countervailing opinions quite frequently.', 'But the nature of the problem is such that many others feel it has to be addressed soon, before all the evidence is in.', 'We can\'t afford to wait.""', 'But does it have to be so soon?']"
She thinks the next area of support for copper is in the $ to $ range.,"[""When the market fell below that level on Monday and then yesterday couldn't climb above that level, traders started selling out their positions."", 'Betty Raptopoulos, senior metals analyst at Prudential-Bache Securities in New York, agreed that most of the selling was of a technical nature.', 'She said the market hit the $ level at aroun a.m. EDT where it encountered a large number of stop-loss orders.', 'More stop-loss orders were touched off all the way down to below $, where modest buying was attracted.', 'Ms. Raptopoulos said the settling of strikes in Canada and Mexico will have little effect on supplies of copper until early next year.']"
She thinks a recovery in the stock market would help copper rebound as well.,"['She said the market hit the $ level at aroun a.m. EDT where it encountered a large number of stop-loss orders.', 'More stop-loss orders were touched off all the way down to below $, where modest buying was attracted.', 'Ms. Raptopoulos said the settling of strikes in Canada and Mexico will have little effect on supplies of copper until early next year.', 'She thinks the next area of support for copper is in the $ to $ range.', '""I believe that as soon as the selling abates somewhat we could see a rally back to the $ region,"" she added.']"
"He thinks that without a recession copper prices could exceed a high of $ a pound, which was reached last year.","['He said the normal ratio is five to six weeks.', ""According to Mr. Threlkeld, the bottleneck in copper production isn't at the mines but at the copper refineries."", '""It takes three months to turn copper concentrate into cathodes,"" he said.', 'If there isn\'t a recession, he said, ""we will be out of copper by the end of March.', 'If there is a recession that will change the statistical situation.""']"
Ms. Raptopoulos thought yesterday's price action reflected weakness in the stock market and the dollar.,"['PRECIOUS METALS: Futures prices inched upward in mostly lackluster trading.', 'December gold was up $ an ounce at $.40; December silver gaine.7 cents to $ an ounce.', 'January platinum rose $ an ounce to $.60.', 'Mr. Kaiser said there were no fundamental factors moving these markets.', ""He noted that two weeks ago there were rumors of Soviet sales of precious metals to finance grain purchases, but the sales don't seem to have materialized.""]"
"She'll think of an idea the editorial people think is impossible, then she'll have us make it work.""","['Mr. Krutchensky approached Ms. Volokh five years ago about backing the publication, which started out as a listing guide.', 'She was interested only if she could guide it editorially as well.', '""Anne doesn\'t believe in blandness,"" said Ms. Smith.', '""She wants things to be exciting.', 'And she has this inexhaustible energy.']"
"""I think {Mr.Phillips} is going to need some help.","['""Ken was my key contact,"" said J. Nicholas Hahn, president and chief executive officer of Cotton Inc., which represents cotton producers.', '""I don\'t know {Mr.Phillips} all that well.', 'I haven\'t seen or talked to him in several years.""', 'And some analysts questioned whether Mr. Phillips would have the skills Ogilvy needs to turn the agency around.', 'While the agency has done well in many parts of the world, its flagship New York office has had a dismal track record recently; it has won few new accounts while losing big ones, including Maxwell House.']"
"I think they need creative leadership, and I don't think they have it,"" said Emma Hill, an analyst with Wertheim & Co.","['""I don\'t know {Mr.Phillips} all that well.', 'I haven\'t seen or talked to him in several years.""', 'And some analysts questioned whether Mr. Phillips would have the skills Ogilvy needs to turn the agency around.', 'While the agency has done well in many parts of the world, its flagship New York office has had a dismal track record recently; it has won few new accounts while losing big ones, including Maxwell House.', '""I think {Mr.Phillips} is going to need some help.']"
"""But we think the risks are there for things getting a lot worse.","['""We certainly do have a lack of liquidity here, and it\'s something to be concerned about,"" says James A. Gregoire, a managing director.', '""I have no reason to think things will get worse, but this market has a knack for surprising us.', 'This market teaches us to be humble.""', 'The junk market\'s ""yield hogs are learning a real painful lesson,"" he says.', ""Although the majority of junk bonds outstanding show no signs of default, the market has downgraded many junk issues as if they were in trouble, says Stuart Reese, manager of Aetna Life & Casualty Insurance Co. 's $17 billion investment-grade public bond portfolio.""]"
"She thought I wasn't getting my practicing done.""","[""After studies at that conservatory's Pre-College Division with an assistant to the legendary instructor Ivan Galamian, he switched at the college level to Miss DeLay, Mr. Galamian's longtime assistant and, ultimately, his rival."", '""I think I had to prove myself to her,"" says Mr. McDuffie.', '""But she was always encouraging.', 'She only put her foot down twice,"" he continues.', '""In my freshman year, my roommate was known as a party animal.']"
"A lot of observers think so, and, if they're right, the whole economy as well as the spendthrifts among us could be hurt.",['Are consumers too deep in hock?']
"Many Japanese think it only natural that the organizations or their members would donate to politicians, the way many Japanese do, to win favor or support.","['No one has alleged that the donations were by themselves illegal.', ""Direct donations from either of the residents' organizations would be illegal because the groups are defined as foreign, but both groups deny making direct donations."", 'They say its possible some of their members may be donating privately.', 'The issue is further complicated because although the organizations represent Korean residents, those residents were largely born and raised in Japan and many speak only Japanese.', 'That they retain Korean citizenship and ties is a reflection of history -- their parents were shipped in as laborers during the decades when Japan occupied Korea before World War II -- and the discrimination that still faces Koreans in Japanese society.']"
"""You can think long range.""","['The company downplayed the loss of Mr. Lesk and split his merchandising responsibilities among a committee of four people.', '""My style is less informal,"" Mr. Brawer says.', ""Top officers insist Maidenform's greatest strength is its family ownership."", '""You can\'t go anywhere in this company and find an organizational chart,"" one delights.', '""It is fun competing as a private company,"" Mr. Brawer says.']"
I think it's a little disingenuous to be surprised that Fidel doesn't invite the U.S. State Department to violate the jurisdiction of the Cuban government over its own territory.,"['However, unacceptable though those occurrences may have been, they still provide no excuse for wholesale departures from truth.', 'Mr. Asman should make distinctions among Fidel, the army and the Cuban people.', 'They are not interchangeable, since they are motivated to act based on their own circumstances.', ""It is naivete to equate a government's policies with the will of the people (as we well know), and it is even worse folly to merge the clearly divergent agendas of Fidel and the military and the state bureaucracy."", 'Mr. Asman is also annoyed that Mr. Castro has resisted collaboration with U.S. officials, even though by his own account that collaboration has been devised essentially as a mechanism for acts directly hostile to the Cuban regime, such as facilitating defections.']"
"He also thinks foreign investors, who are showing signs of more discriminate investing, will join the pursuit and pump up prices.","['""The period when growth stocks should be performing well is when their earnings are growing at a superior rate to the general level of corporate profits,"" says Stephen Boesel, president of T. Rowe Price\'s Growth and Income Fund.', 'Growth stocks also are attractive in periods of market volatility, which many investors and analysts expect in the weeks ahead as everybody tries to discern where the economy is heading.', 'This kind of jumpy uncertainty reminds John Calverley, senior economist for American Express Bank, of th-72 period, when the industrial average rolled through huge ranges and investors flocked to the shares of companies with proven earnings records, which became known as the ""nift.""', 'And they will again, say money-manager proponents of the growth-stock theme.', 'Cabanne Smith, president of a money management company bearing his name, predicts that investment companies using computers to identify companies with earnings ""momentum"" will climb on the growth-stock bandwagon as the overall corporate earnings outlook deteriorates further.']"
Many Arizona real-estate experts think the worst may be yet to come.,"['Other lenders have been recovering onl cents t cents on the dollar on foreclosed Arizona property, if they can sell it at all.', ""All this havoc is the result of one of the worst busts in Arizona's boom-and-bust history, compounded by some of the usual suspects is banking debacles: greed, fraud and plain bad banking."", ""In the lats and earls, lenders and developers poured money into office buildings, condominiums and massive tracts of raw desert land, confident that Arizona's population would grow at annual rates o% t% for years to come."", 'Now, annual population growth is running at abou% a year, some desert tracts bought three years ago for $9 an acre are being sold at $2 an acre and Phoenix has a seven-year supply of unoccupied office space.', '""It\'s horrible to say, but it\'s unfortunate that earthquake wasn\'t in Phoenix -- it might have knocked out some of our empty buildings,"" said C.W. Jackson, a prominent Arizona businessman with interests in real estate, banking and many other businesses.']"
Some in Arizona think that may be optimistic.,"['The only thing a lot of these lenders can get out of their mouth now is: `Pay me i days. \'""', ""First Interstate had a $.4 million loss i's third quarter, mainly from writedowns and reserves connected with its Texas operations."", 'For the six months ended Jun, it reported net income of $.3 million, or $ a share, including $46 million from tax credits and accounting changes.', ""The bank's Arizona unit holds about $6 billion of First Interstate's $50 billion of assets."", 'Mr. Marrie said the bank expects Arizona real-estate prices, which plummete% over the last year, to fall anothe% before stabilizing.']"
"""We still think there's a lot of unsettlement in this market.","[""Among Mr. Bacarella's picks: Oracle Systems, Reebok International Ltd. and Digital Microwave Corp."", 'The fund\'s cash position is now abou%, which Mr. Bacarella calls ""still bearish.""', 'Among the big stock funds, Dreyfus Fund, with more than $2 billion in assets, had a decline of jus.49% for the week and a return o.42% for the year.', 'Howard Stein, chairman of Dreyfus Corp., said the fund was about half invested in government bonds on Oct. 13, and abou% in cash.', '""In a downward market, bonds act better,"" he said.']"
"""I think we will see a federal funds rate of close t % in the next two weeks an% by year end.""","['Total return is price changes plus interest income.', 'Now some investment analysts insist that the economic climate has turned cold and gloomy, and they are urging clients to buy bonds before the rally begins.', 'Among other things, economists note that consumer spending is slowing, corporate profit margins are being squeezed, business confidence is slipping and construction and manufacturing industries are depressed.', ""At the same time, last week's consumer price index showed that inflation is moderating."", 'Add it all up and it means ""that the Fed has a little leeway to ease its credit policy stance without the risk of rekindling inflation,"" said Norman Robertson, chief economist at Mellon Bank Corp., Pittsburgh.']"
"I think this repeal was kind of a thoughtless action, as a matter of fact.","['Former U.N. Ambassador Jeane Kirkpatrick, in a CNN ""Capital Gang"" discussion Oct. 7 of House action on federal catastrophic-illness insurance:']"
