target,context
"Although the bidding group hasn't had time to develop its latest idea fully or to discuss it with banks, it believes bank financing could be obtained.","[""But to avoid the risk of rejection, the group doesn't plan to submit the plan formally at a UAL board meeting today."", ""Instead, the group is raising the proposal informally to try to test the board's reaction."", ""People familiar with the company say the board isn't likely to give quick approval to any offer substantially below the $-a-share, $ billion buy-out bid that collapsed last week after banks wouldn't raise needed loans and after a key partner, British Airways PLC, dropped out."", 'In composite trading Friday on the New York Stock Exchange, UAL closed at $.50 a share, down $2.', ""But the pilots union, which has been pushing for a takeover sinc, appears to be pressing ahead with the revised bid to avoid further loss of momentum even though it hasn't found a partner to replace British Air.""]"
"Although Olivetti's profits tumble% in the first half of this year, she believes Olivetti's restructuring last fall and its introduction of new products will begin to bear fruit with an earnings rebound next year, especially if it can fulfill its promise to deliver the new machines by December.","[""An Olivetti spokesman said the company's factories are already beginning to produce the machine, and that it should be available in Europe by December."", '""What this means is that Europeans will have these machines in their offices before Americans do,"" the spokesman said.', 'The new chip ""is a very big step in computing, and it is important that Olivetti be one of the first out on the market with this product,"" said Patricia Meagher Davis, an analyst at James Capel & Co. in London.', 'Executives at Olivetti, whose earnings have been steadily sliding over the past couple of years, have acknowledged that in the past they have lagged at getting new technology to market.', ""Ms. Davis said the new machines could steal some sales away from Olivetti's own minicomputers, but would bring new sales among professionals such as engineers, stockbrokers and medical doctors.""]"
Long-term support for the December contract was believed to be at $ a pound.,"['On Friday, one analyst said, rank-and-file workers ratified a new labor agreement ending a three-month strike at the Highland Valley mine in British Columbia.', 'In Mexico, the analyst added, employees at the Cananea mine, who have been out of work since late August when the mine was declared bankrupt by the government, accepted % cut in th,-man work force.', 'The mine is expected to return to production in about a week.', 'On Friday, selling dominated the afternoon ""curb"" session in London, which takes place at noon EDT.', 'The premium of cash copper to the three-month forward offerings narrowed, indicating weaker demand for cash copper.']"
"For instance, some analysts believe bond returns and volatility have moved permanently closer to those of the stock market.","['When it comes to investing, trying to weigh risk and reward can seem like throwing darts blindfolded:', ""Investors don't know the actual returns that securities will deliver, or the ups and downs that will occur along the way."", 'Looking to the past can provide some clues.', 'Over several decades, for instance, investors who put up with the stock market\'s gyrations earned returns far in excess of those on bonds and ""cash"" investments like Treasury bills.', ""But while history can suggest what is reasonable to expect there's no guarantee that the past will repeat itself.""]"
"In addition to softer production data, weaker housing starts and lower corporate profits currently in evidence, some analysts believe the two recent natural disasters --","['""Inflation could be a real surprise,"" said Samuel D. Kahan, chief financial economist at Kleinwort Benson Government Securities Inc., in Chicago.', '""If that gets people excited, it could serve as an impetus to the fixed-income markets to lower their rates,"" he added.', ""The week's other notable indicators include mid-October auto sales, September durable goods orders as well as September personal income, personal consumption and the saving rate."", 'Most are expected to fall below previous-month levels.', 'Many economists see even slower GNP growth for the remainder of the year, with some leaning more strongly toward a possible recession.']"
"By and large, economists believe the two natural catastrophes will limit economic damage to their regions.","['""The stock market is sick because profits are crumbling,"" says Michael K. Evans, president of Evans Economics Inc., Washington.', 'The economy, he noted, moves the market, not vice versa.', 'On the other hand, Mr. Evans expects the hurricane and the earthquake ""to take a hunk out of fourth-quarter GNP.""', ""His estimate o.3% for third-quarter GNP is higher than the consensus largely because he believes current inventories aren't as low as official figures indicate."", 'Demand, he believes, is being met from overhang rather than new production.']"
"Mr. Rosen, though, believes imports have reinvigorated the industry in which he has worked for most of hi years.","['He credits imports.', 'The difference lies in how the two entrepreneurial furriers reacted to the foreign competition and transformation of their industry over the pas years.', 'One stuck to old-line business traditions, while the other embraced the change.', '""The small, good fur salon is not what it used to be,"" says Mr. Purnick, 75 years old.', '""We make the finest product in the world, and the Americans are being kicked around.""']"
"Mr. Blodgett, the boiler-room veteran, believes that for many investors, the get-rich-quick scams carry a longed-for element of excitement.","['Neither the Amoco agreement nor the wells existed, the suit alleged.', 'Such schemes, says Tony Adamski, chief of the financial-crimes unit of the Federal Bureau of Investigation in Washington, D.C., appeal to investors\' ""desire to believe this is really true and that they are part of a chosen group being given this opportunity.""', 'At times, salesmen may embellish the inside information with ""the notion that this is some slightly shady, slightly illegal investment the person is being included in,"" says Mr. Cunningham.', 'In appealing to those with a bit of larceny in their hearts, the fraud artist can insist that a person keep an investment secret -- insulating himself from being discovered and keeping his victim from consulting with others.', 'It also adds to the mystery of the venture.']"
No one in his right mind actually believes that we all have an equal academic potential.,"['-- Students should move up the educational ladder as their academic potential allows.', ""No student should be permitted to be graduated from elementary school without having mastered th R's at the level that prevaile years ago."", 'This means ""tracking,"" whose main purpose is less to permit the gifted youngsters to flourish (though that is clearly desirable) than to ensure that the less gifted get the necessary grounding for further study or for entering the modern world of work.', 'The notion that tracking is somehow ""undemocratic"" is absurd.', 'The purpose of education is to encourage young men and women to realize their full academic potential.']"
"Calling sales ""still relatively soft,"" Ms. Steppel believes that in real terms, U.S. sales slippe % t% at company-operated stores in the quarter.","['One analyst noted that the company often has better store locations than do its franchisees, thus aiding promotional efforts.', 'On average in the latest nine months, company-operated units in the U.S. had $9 more in sales than did franchised outlets.', 'There are more than three times as many franchised domestic outlets as there are company stores.', 'Profit margins at U.S. company-owned stores in the quarter were up nearl%, which the company attributed in part to lower food costs.', 'Prudential-Bache Securities analyst Leslie Steppel said reduced labor costs helped boost margins, although she doubted ""that kind of performance is sustainable.""']"
"I believe that number reflects a slowing economy.""","['She noted that the preliminary estimate of the third-quarter gross national product is due out tomorrow and is expected to be up abou.5% t%.', '""If the number is a little better, then copper will respond positively, if it is worse then more selling could ensue,"" she predicted.', 'Ms. Raptopoulos noted that relating economic numbers to specific market activity is tricky.', 'Yesterday, for example, ""the durable goods numbers came out for September and the number was down onl.1%,"" she said.', '""However, if you exclude defense-related orders then durable goods were dow.9%.']"
Mr. Savaiko believes that if copper falls below the bottom of this range the next significant support level will be about $.,"['This activity produced small rallies, which in turn attracted new short selling.', 'Mr. Savaiko noted that copper had a steep fall in spite of a weak dollar, which would normally support the U.S. copper market.', 'Such support usually comes from arbitragers who use a strong British pound to buy copper in New York.', '""The sell-off would probably have been worse if the dollar had been strong,"" he said.', 'Copper has been stuck in a trading range of $ to $.']"
Platinum is believed to have good support around $ and palladium at around $.,"['Copper has been stuck in a trading range of $ to $.', 'Mr. Savaiko believes that if copper falls below the bottom of this range the next significant support level will be about $.', 'PRECIOUS METALS: Platinum and palladium struggled to maintain their prices all day despite news stories over the weekend that recent cold fusion experiments, which use both metals, showed signs of producing extra heat.', 'January platinum closed down $ an ounce at $.30, nearly $4 above its low for the day.', 'December palladium was off $ an ounce at $.20.']"
Many analysts believe that the Soviets' thirst for dollars this year to buy grain and other Western commodities and goods will bring them to the market whenever prices rally very much.,"['Some traders were thought to be waiting for the auto sales report, which will be released today.', 'Such sales are watched closely by platinum and palladium traders because both metals are used in automobile catalytic converters.', ""Mr. Savaiko theorized that the news on cold fusion didn't affect the market yesterday because many traders have already been badly burnt by such stories."", 'He said the traders are demanding a higher level of proof before they will buy palladium again.', ""Also weighing on both metals' prices is the role of the chief supplier, the Soviet Union.""]"
Some auto executives believe the benefits of more choice outweigh the drawbacks.,"['Malcolm MacDougall, vice chairman of the Jordan, McGrath, Case & Taylor advertising agency in New York, calls the proliferation ""nameplate mania.""', 'He says the number of automobile choices is causing stress among consumers today, and that people will simply ignore new models that lack a well-defined image.', '""The winners,"" he predicts, ""will be brands from car makers that have traditionally been associated with quality and value.""', ""He says it's important for a new make to be as distinctive as possible while still retaining links to the parent company's quality image."", 'He applauds Toyota and Nissan Motor Co. for creating separate divisions for their new luxury models, rather than simply adding more nameplates to their standard car lines.']"
"Onl% of Americans now believe that foreign cars get better gas mileage than domestic models, the Journal survey found, down fro% i.","['Perhaps most striking, 35% of households headed by people age t have at least one foreign car.', ""That's true of onl% of households headed by someon or older."", 'Generally, imports appeal most to Americans who live in the West and are well-educated, affluent and, especially, young.', '""For many baby boomers, buying a domestic car is a totally foreign experience,"" says Christopher Cedergren, auto-market analyst with J.D. Power & Co. of Agoura Hills, Calif.', 'Such preferences persist even though many Americans believe differences between imported and domestic cars are diminishing.']"
"Analysts believe Cathay is approached for such swaps by other carriers on a regular basis, particularly as the popularity of share exchanges has grown among European carriers.","['Mr. Eddington regards promoting Hong Kong as an important part of attracting visitors from Japan, South Korea and Taiwan, where the number of people looking to travel abroad has surged.', ""There also has been speculation that Cathay will be among the major private-sector participants in the Hong Kong government's plans to build a new airport, with the carrier possibly investing in its own terminal."", 'Cathay officials decline to comment on the speculation.', ""Mr. Eddington sees alliances with other carriers -- particularly Cathay's recent link with AMR Corp. 's American Airlines -- as an important part of Cathay's strategy."", ""But he emphasizes that Cathay hasn't any interest in swapping equity stakes with the U.S. carrier or with Lufthansa, the West German airline with which it has cooperated for about a decade.""]"
"Despite Saatchi's firm stand against selling its ad units, U.S. analysts believe the company may ultimately sell some of the smaller units.","['Campbell-Mithun also would be a sizable addition to an agency network:', 'It has billings of about $ million and blue-chip clients including General Mills, Jeep/Eagle and Dow Brands.', ""Rowland, meanwhile, has expanded aggressively, and now ranks as the fifth-largest U.S. public relations firm, according to O'Dwyer's Directory of Public Relations Firms."", 'It would be attractive to an agency such as Interpublic, one of the few big agency groups without an affiliated public relations firm of its own.', 'Other Saatchi units include ad agency McCaffrey & McCall, which has the Mercedes account and which has been attempting to buy itself back; and Howard Marlboro, a sports and event marketing firm.']"
Analysts believe he may ultimately dispose of some of the non-advertising businesses.,"[""Rowland, meanwhile, has expanded aggressively, and now ranks as the fifth-largest U.S. public relations firm, according to O'Dwyer's Directory of Public Relations Firms."", 'It would be attractive to an agency such as Interpublic, one of the few big agency groups without an affiliated public relations firm of its own.', 'Other Saatchi units include ad agency McCaffrey & McCall, which has the Mercedes account and which has been attempting to buy itself back; and Howard Marlboro, a sports and event marketing firm.', ""Despite Saatchi's firm stand against selling its ad units, U.S. analysts believe the company may ultimately sell some of the smaller units."", 'Mr. Louis-Dreyfus, in a recent interview, said he might sell ""a marginal agency or office.""']"
"Eventually, he believes, investors will be willing to pay higher prices for companies with proven track records of earnings growth.","[""That's an important distinction because some analysts and brokers, who perennially predict that small stocks are about to outperform bigger issues, may use any spurt in growth issues to help them sell all small stocks."", '""You can find some good, quality companies over the counter,"" but investors should be selective, says John Palicka, chief portfolio manager at Midco Investors, a Newark, N.J., money management company with about $ million invested in growth stocks of varying sizes.', ""Mr. Palicka's picks from the OTC market include Legent, Mail Boxes Etc., and Payco American."", 'The main argument for growth stocks is their usually superior performance in a slowing economy.', '""If the market refocuses on earnings, we should get better valuations of growth stocks,"" says L. Keith Mullins, a growth-stock analyst at Morgan Stanley.']"
"Barney Hallingby, managing director of research at Hambrecht & Quist, also believes earnings growth is beginning to play a greater part in investors' buying decisions.","[""Some investors are skeptical of growth stocks because investing in them means ignoring that maxim found in the fine print of some investment advertisements -- that past performance isn't indicative of future results."", '""People are naturally suspicious of them,"" says Mr. Mullins of Morgan Stanley.', ""Among his favorites in his firm's index are Legent, Silicon Graphics and Novell."", 'However, more money managers are reassured that profit is regaining importance.', 'Mark Schoeppner, portfolio manager at Pittsburgh-based Quaker Capital Management, says that in reaction to nervousness about debt-laden buy-out transactions, analysts and investors now appear to be ""valuing stock based on future earnings as opposed to the amount of debt the company can support.""']"
Some economists believe that yields on all Treasury securities may rise this week as the market struggles to absorb the new supply.,"['""Why should I bother with something that\'s an unknown for a very small pickup in yield?"" he said.', '""I\'m not going to jump on them the first day they come out.""', 'He seems to be typical of many professional money managers.', ""When the size of the Refcorp offering was announced last week and when-issued trading activity began, the bailout bonds were yielding abou/20 percentage point more than the Treasury's benchmar-year bond."", 'On Friday, the yield was quoted at abou/4 percentage point higher than the benchmark bond, an indication of weak demand.']"
"At that level, and given the uncertainty, he believes UAL stock should trade closer to","[""Airline stocks typically sell at a discount of about one-third to the stock market's price-earnings ratio -- which is currently abou times earnings."", ""That's because airline earnings, like those of auto makers, have been subject to the cyclical ups-and-downs of the economy."", ""That analysis matches up with stock traders' reports that, despite the huge drop in the stock, UAL hasn't returned to the level at which it could attract buying by institutions solely on the basis of earnings."", 'So anyone buying the stock now is betting on some special transaction such as a recapitalization or takeover, and must do so using some guesswork about the likelihood of such an event.', 'One analyst, who asked not to be identified, said he believes that the UAL pilots and management can put together a bid ""in the $ area,"" but that it could take three to four months to close.']"
"Mr. McDonough believes that the well-being of the planet depends on such stratagems as opening windows to cut indoor air pollution, tacking down carpets instead of using toxic glues, and avoiding mahogany, which comes from endangered rain forests.","['He is ogling the curtains rippling above the ventilation ducts.', '""Look how much air is moving around!"" he says.', '""The ventilation here is great!""', 'You may be hearing more about th-year-old Mr. McDonough and his preoccupation with clean air.', 'After years of relative obscurity, he is starting to attract notice for the ecological as well as the aesthetic quality of his architecture.']"
But some industry observers believe the resurgence of black and white is only a fad.,"['And Kodak is distributing an instructional video to processors on how to develop its monochrome film more efficiently.', 'Other companies are introducing related products.', 'Charles Beseler Co., a leading maker of photographic enlargers, introduced last month a complete darkroom starter kit targeted at teen-agers who want to process their own black-and-white photographs.', ""The kit, which has a suggested retail price of $ and has already become a bestseller, was introduced after retailers noticed numerous requests from parents for children's photography equipment."", '""It seems computers as hobbies have waned,"" says Ian Brightman, Beseler\'s chairman and chief executive officer.']"
"Analysts believe that the Fed can tolerate a dollar as low a.80 marks, a level at which U.S. companies are competitive in overseas markets and yet isn't too inflationary domestically.","[""Many dealers are betting that the Fed will have to ease monetary policy, if it hasn't already."", 'The questions are how much and under what circumstances.', '""If nothing happens abroad and the Fed is forced to ease here to calm markets, the dollar is going to go down; there would be a flight to quality as people start to worry about the U.S. financial system,"" says Michael D. Andrews, a vice president at Merrill Lynch & Co.', 'The dollar, he adds, ""could take a pretty big hit,"" if the Fed were perceived as ""being in a very difficult situation where it was fighting a fire.""', ""In fact, Mr. Andrews and some other traders and analysts say that it isn't impossible to paint a scenario where the Fed might have to intervene to support the dollar.""]"
"Barring a catastrophe in the U.S. stock market, Mr. Kessler believes that the dollar in the near term should weaken further to abou.- marks an-.50 yen.","['He says that based on the price of a similar basket of goods and services in major industrial countries, the dollar currently ""is very cheap.""', 'That, he says, ""should increase the demand for dollars"" by investors who want to buy real U.S. assets, such as real estate and companies.', 'Dollar doubters point to the prospects of a bumpy U.S. stock market at best, and the prospect of lower U.S. interest rates.', ""What's more, many forecasters predict that the U.S. trade deficit will begin to widen again i."", 'In fact, many analysts estimate that the trade gap for August -- to be released tomorrow -- widened to as much as $ billion from $ billion the previous month.']"
